# FETCH and PROCESS log
FETCH,1763418960.224,7105,255,0.0151,RPC
FETCH,1763418960.226,7104,337,0.0169,RPC
FETCH,1763418967.590,7106,672,7.3774,RPC
FETCH,1763418967.593,7106,579,0.0033,RPC
FETCH,1763418967.599,7106,55,0.0058,RPC
FETCH,1763418967.605,7106,795,0.0054,RPC
FETCH,1763418967.749,7104,674,7.5238,RPC
FETCH,1763418967.753,7104,204,0.0032,RPC
FETCH,1763418968.042,7106,677,0.4376,RPC
FETCH,1763418968.048,7106,191,0.0057,RPC
FETCH,1763418970.572,7103,470,10.3634,RPC
FETCH,1763418970.576,7103,780,0.0036,RPC
FETCH,1763418970.579,7103,691,0.0032,RPC
FETCH,1763418970.582,7103,23,0.0034,RPC
FETCH,1763418970.586,7103,359,0.0038,RPC
FETCH,1763418970.590,7103,565,0.0034,RPC
FETCH,1763418970.593,7103,502,0.0035,RPC
FETCH,1763418970.597,7103,218,0.0035,RPC
FETCH,1763418970.600,7103,12,0.0032,RPC
FETCH,1763418970.656,7103,471,0.0556,RPC
FETCH,1763418970.660,7103,297,0.0038,RPC
FETCH,1763418970.663,7103,414,0.0038,RPC
FETCH,1763418970.667,7103,883,0.0032,RPC
FETCH,1763418970.671,7103,324,0.0037,RPC
FETCH,1763418971.695,7105,929,11.4713,RPC
FETCH,1763418971.699,7105,343,0.0034,RPC
FETCH,1763418971.702,7105,569,0.0035,RPC
FETCH,1763418971.706,7105,327,0.0038,RPC
FETCH,1763418971.710,7105,265,0.0036,RPC
FETCH,1763418971.713,7105,820,0.0033,RPC
FETCH,1763418971.717,7105,812,0.0030,RPC
FETCH,1763418971.720,7105,144,0.0034,RPC
FETCH,1763418971.723,7105,709,0.0031,RPC
FETCH,1763418971.726,7105,134,0.0029,RPC
FETCH,1763418971.730,7105,271,0.0038,RPC
FETCH,1763418971.734,7105,852,0.0037,RPC
FETCH,1763418971.737,7105,122,0.0030,RPC
FETCH,1763418971.740,7105,18,0.0033,RPC
FETCH,1763418971.743,7105,69,0.0031,RPC
FETCH,1763418971.747,7105,549,0.0030,RPC
FETCH,1763418971.750,7105,834,0.0031,RPC
FETCH,1763418971.753,7105,676,0.0034,RPC
FETCH,1763418971.756,7105,221,0.0030,RPC
FETCH,1763418971.759,7105,619,0.0031,RPC
FETCH,1763418971.763,7105,871,0.0033,RPC
FETCH,1763418971.766,7105,869,0.0035,RPC
FETCH,1763418971.770,7105,831,0.0031,RPC
FETCH,1763418971.773,7105,813,0.0031,RPC
FETCH,1763418973.176,7104,725,5.4228,RPC
FETCH,1763418973.179,7104,0,0.0033,RPC
FETCH,1763418973.183,7104,369,0.0039,RPC
FETCH,1763418973.186,7104,724,0.0030,RPC
FETCH,1763418973.189,7104,881,0.0031,RPC
FETCH,1763418973.193,7104,358,0.0039,RPC
FETCH,1763418973.197,7104,767,0.0036,RPC
FETCH,1763418973.200,7104,922,0.0030,RPC
FETCH,1763418973.203,7104,692,0.0035,RPC
FETCH,1763418973.207,7104,559,0.0030,RPC
FETCH,1763418973.212,7104,937,0.0054,RPC
FETCH,1763418973.215,7104,212,0.0032,RPC
FETCH,1763418973.219,7104,642,0.0032,RPC
FETCH,1763418973.226,7104,378,0.0069,RPC
FETCH,1763418973.229,7104,808,0.0032,RPC
FETCH,1763418973.233,7104,316,0.0038,RPC
FETCH,1763418973.236,7104,501,0.0030,RPC
FETCH,1763418973.239,7104,833,0.0030,RPC
FETCH,1763418973.242,7104,149,0.0031,RPC
FETCH,1763418973.245,7104,82,0.0031,RPC
FETCH,1763418973.248,7104,816,0.0030,RPC
FETCH,1763418973.252,7104,658,0.0032,RPC
FETCH,1763418973.256,7104,329,0.0038,RPC
FETCH,1763418973.259,7104,825,0.0031,RPC
FETCH,1763418973.262,7104,150,0.0030,RPC
FETCH,1763418973.265,7104,243,0.0029,RPC
FETCH,1763418973.268,7104,539,0.0033,RPC
FETCH,1763418973.271,7104,898,0.0031,RPC
FETCH,1763418973.274,7104,819,0.0030,RPC
FETCH,1763418973.278,7104,778,0.0030,RPC
FETCH,1763418973.282,7104,485,0.0039,RPC
FETCH,1763418973.288,7104,620,0.0061,RPC
FETCH,1763418973.291,7104,519,0.0030,RPC
FETCH,1763418973.294,7104,647,0.0029,RPC
FETCH,1763418973.297,7104,628,0.0034,RPC
FETCH,1763418973.300,7104,664,0.0028,RPC
FETCH,1763418973.303,7104,79,0.0031,RPC
FETCH,1763418973.307,7104,33,0.0032,RPC
FETCH,1763418973.919,7104,732,0.6124,RPC
FETCH,1763418973.922,7104,668,0.0030,RPC
FETCH,1763418973.925,7104,675,0.0028,RPC
FETCH,1763418973.929,7104,360,0.0037,RPC
FETCH,1763418973.932,7104,11,0.0033,RPC
FETCH,1763418973.936,7104,66,0.0035,RPC
FETCH,1763418973.939,7104,646,0.0030,RPC
FETCH,1763418973.942,7104,81,0.0030,RPC
FETCH,1763418973.945,7104,16,0.0030,RPC
FETCH,1763418973.948,7104,49,0.0031,RPC
FETCH,1763418973.952,7104,173,0.0035,RPC
FETCH,1763418973.955,7104,508,0.0030,RPC
FETCH,1763418973.958,7104,789,0.0031,RPC
FETCH,1763418973.962,7104,609,0.0036,RPC
FETCH,1763418973.965,7104,597,0.0030,RPC
FETCH,1763418973.968,7104,38,0.0032,RPC
FETCH,1763418973.971,7104,223,0.0030,RPC
FETCH,1763418973.977,7104,63,0.0053,RPC
FETCH,1763418973.981,7104,409,0.0038,RPC
FETCH,1763418973.984,7104,863,0.0031,RPC
FETCH,1763418973.987,7104,382,0.0037,RPC
FETCH,1763418973.991,7104,236,0.0033,RPC
FETCH,1763418973.994,7104,932,0.0031,RPC
FETCH,1763418975.310,7105,746,3.5375,RPC
FETCH,1763418975.314,7105,940,0.0034,RPC
FETCH,1763418975.317,7105,726,0.0030,RPC
FETCH,1763418975.320,7105,948,0.0031,RPC
FETCH,1763418975.324,7105,488,0.0037,RPC
FETCH,1763418975.327,7105,702,0.0032,RPC
FETCH,1763418975.330,7105,703,0.0031,RPC
FETCH,1763418975.334,7105,624,0.0036,RPC
FETCH,1763418975.337,7105,673,0.0028,RPC
FETCH,1763418975.341,7105,264,0.0038,RPC
FETCH,1763418975.344,7105,712,0.0034,RPC
FETCH,1763418975.350,7105,250,0.0055,RPC
FETCH,1763418975.354,7105,492,0.0038,RPC
FETCH,1763418975.357,7105,141,0.0033,RPC
FETCH,1763418975.361,7105,259,0.0039,RPC
FETCH,1763418975.365,7105,422,0.0038,RPC
FETCH,1763418975.368,7105,822,0.0031,RPC
FETCH,1763418975.372,7105,355,0.0042,RPC
FETCH,1763418975.376,7105,710,0.0034,RPC
FETCH,1763418975.380,7105,574,0.0038,RPC
FETCH,1763418975.383,7105,751,0.0031,RPC
FETCH,1763418975.387,7105,468,0.0038,RPC
FETCH,1763418975.390,7105,367,0.0036,RPC
FETCH,1763418975.394,7105,447,0.0037,RPC
FETCH,1763418975.398,7105,862,0.0033,RPC
FETCH,1763418975.402,7105,915,0.0039,RPC
FETCH,1763418975.405,7105,115,0.0032,RPC
FETCH,1763418975.409,7105,296,0.0039,RPC
FETCH,1763418975.412,7105,27,0.0033,RPC
FETCH,1763418975.416,7105,168,0.0032,RPC
FETCH,1763418975.419,7105,765,0.0032,RPC
FETCH,1763418975.422,7105,885,0.0032,RPC
FETCH,1763418975.425,7105,41,0.0032,RPC
FETCH,1763418975.429,7105,867,0.0033,RPC
FETCH,1763418975.433,7105,321,0.0039,RPC
FETCH,1763418975.436,7105,524,0.0029,RPC
FETCH,1763418975.440,7105,411,0.0038,RPC
FETCH,1763418975.443,7105,585,0.0032,RPC
FETCH,1763418975.446,7105,723,0.0031,RPC
FETCH,1763418975.449,7105,53,0.0032,RPC
FETCH,1763418975.453,7105,214,0.0035,RPC
FETCH,1763418975.456,7105,160,0.0030,RPC
FETCH,1763418975.459,7105,239,0.0031,RPC
FETCH,1763418975.462,7105,29,0.0031,RPC
FETCH,1763418975.466,7105,633,0.0031,RPC
FETCH,1763418975.469,7105,34,0.0037,RPC
FETCH,1763418975.473,7105,797,0.0033,RPC
FETCH,1763418975.476,7105,830,0.0032,RPC
FETCH,1763418975.480,7105,351,0.0037,RPC
FETCH,1763418975.483,7105,752,0.0030,RPC
FETCH,1763418975.486,7105,581,0.0031,RPC
FETCH,1763418975.490,7105,295,0.0039,RPC
FETCH,1763418975.608,7106,749,7.5595,RPC
FETCH,1763418975.612,7106,260,0.0039,RPC
FETCH,1763418975.615,7106,532,0.0030,RPC
FETCH,1763418975.618,7106,648,0.0030,RPC
FETCH,1763418975.622,7106,426,0.0038,RPC
FETCH,1763418975.626,7106,444,0.0039,RPC
FETCH,1763418975.680,7106,965,0.0547,RPC
FETCH,1763418975.686,7106,110,0.0051,RPC
FETCH,1763418975.689,7106,45,0.0031,RPC
FETCH,1763418975.693,7106,390,0.0038,RPC
FETCH,1763418975.696,7106,679,0.0030,RPC
FETCH,1763418975.699,7106,202,0.0030,RPC
FETCH,1763418975.702,7106,136,0.0033,RPC
FETCH,1763418975.705,7106,516,0.0031,RPC
FETCH,1763418975.709,7106,418,0.0039,RPC
FETCH,1763418975.713,7106,801,0.0033,RPC
FETCH,1763418975.716,7106,917,0.0030,RPC
FETCH,1763418975.719,7106,886,0.0030,RPC
FETCH,1763418975.722,7106,91,0.0030,RPC
FETCH,1763418975.725,7106,171,0.0027,RPC
